微信支付账单明细,,,,,,,,
微信昵称：[笑ぃ不代表快乐],,,,,,,,
起始时间：[2019-04-18 00:00:00] 终止时间：[2019-05-18 17:44:37],,,,,,,,
导出类型：[全部],,,,,,,,
导出时间：[2019-05-18 17:44:55],,,,,,,,
,,,,,,,,
共92笔记录,,,,,,,,
收入：16笔 645.20元,,,,,,,,
支出：76笔 1237.08元,,,,,,,,
中性交易：0笔 0.00元,,,,,,,,
注：,,,,,,,,
1. 充值/提现/理财通购买/零钱通存取/信用卡还款等交易，将计入中性交易,,,,,,,,
2. 本明细仅展示当前账单中的交易，不包括已删除的记录,,,,,,,,
3. 本明细仅供个人对账使用,,,,,,,,
,,,,,,,,
----------------------微信支付账单明细列表--------------------,,,,,,,,
交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2019-05-18 14:13:07,商户消费,西安工业大学校园卡,"1C40",支出,¥10.00,招商银行(9099),支付成功,4200000333201905187058001001	,19051814130708912212	,"/"
2019-05-17 19:28:16,扫二维码付款,妙,"收款方备注:二维码收款",支出,¥7.00,招商银行(9099),支付成功,100004990119051700075344794965989193	,10000499012019051700124151400309	,"/"
2019-05-17 11:45:23,商户消费,西安工业大学校园卡,"B301",支出,¥11.00,零钱,支付成功,4200000318201905175685481581	,19051711452514997731	,"/"
2019-05-16 21:56:04,转账,姚远,"转账备注:微信转账",支出,¥7.00,零钱,支付成功,100005010119051600075344502989114193	,1000050101201905160406402500008	,"/"
2019-05-16 12:27:37,扫二维码付款,小呆瓜,"收款方备注:二维码收款",支出,¥13.00,零钱,支付成功,100004990119051600075344591478984193	,10000499012019051600073741859398	,"/"
2019-05-14 18:49:46,扫二维码付款,妙,"收款方备注:二维码收款",支出,¥7.00,零钱,支付成功,100004990119051400075344655535330193	,10000499012019051400129642009332	,"/"
2019-05-14 11:10:24,商户消费,西安工业大学校园卡,"BD18",支出,¥10.00,零钱,支付成功,4200000317201905146481650371	,19051411102823672462	,"/"
2019-05-13 16:02:51,商户消费,西安工业大学校园卡,"E6E7",支出,¥3.00,零钱,支付成功,4200000326201905131566297664	,19051316025650431713	,"/"
2019-05-13 13:04:03,转账,吴烨,"转账备注:微信转账",收入,¥16.00,/,已存入零钱,1000050101201905130605120870513	,/	,"/"
2019-05-11 22:16:46,微信红包,アリス,"/",收入,¥40.00,/,已存入零钱,1000039401000905116010235652872	,1000039401201905116010235652872	,"/"
2019-05-10 17:35:20,商户消费,滴滴出行,"滴滴快车-侯师傅",支出,¥18.07,招商银行(9099),支付成功,4200000318201905104473729094	,210_201905106302767901534543	,"/"
2019-05-10 16:22:22,商户消费,滴滴出行,"滴滴快车-薛师傅",支出,¥17.11,招商银行(9099),支付成功,4200000328201905107229889944	,210_201905106302691901595042	,"/"
2019-05-10 12:57:54,商户消费,西安工业大学校园卡,"82FB",支出,¥6.00,招商银行(9099),支付成功,4200000338201905101903429869	,19051012575471472017	,"/"
2019-05-10 12:49:58,扫二维码付款,张珂蕊,"收款方备注:二维码收款付款方留言:你居然好意思向我收钱",支出,¥10.00,招商银行(9099),支付成功,100004990119051000075344568209436193	,10000499012019051000072522151321	,"/"
2019-05-10 08:25:51,商户消费,西安工业大学校园卡,"A815",支出,¥2.50,招商银行(9099),支付成功,4200000312201905102313812913	,19051008254942075622	,"/"
2019-05-10 08:25:23,商户消费,西安工业大学校园卡,"1F92",支出,¥4.50,招商银行(9099),支付成功,4200000315201905104655221326	,19051008252143280488	,"/"
2019-05-09 09:44:47,商户消费,西安工业大学校园卡,"FE6C",支出,¥2.50,招商银行(9099),支付成功,4200000338201905090300696817	,19050909444508942364	,"/"
2019-05-09 09:44:21,商户消费,西安工业大学校园卡,"6463",支出,¥4.50,招商银行(9099),支付成功,4200000311201905098051267355	,19050909441937029405	,"/"
2019-05-08 08:55:54,商户消费,西安工业大学校园卡,"F5F2",支出,¥4.00,招商银行(9099),支付成功,4200000321201905081302947933	,19050808555218016685	,"/"
2019-05-07 12:47:25,商户消费,西安工业大学校园卡,"7551",支出,¥11.00,招商银行(9099),支付成功,4200000314201905071833633818	,19050712472369466273	,"/"
2019-05-07 09:30:42,商户消费,西安工业大学校园卡,"2A05",支出,¥2.50,招商银行(9099),支付成功,4200000329201905074347092710	,19050709304016018768	,"/"
2019-05-07 09:29:55,商户消费,西安工业大学校园卡,"5703",支出,¥3.00,招商银行(9099),支付成功,4200000327201905070728290755	,19050709295313754075	,"/"
2019-05-06 23:38:12,转账,娄宾方,"转账备注:微信转账",支出,¥43.00,招商银行(9099),支付成功,100005010119050600075344129161898193	,1000050101201905061402842758830	,"/"
2019-05-06 19:40:42,商户消费,优一佳特价超市101店,"优一佳特价军群批发超市",支出,¥9.80,零钱,支付成功,4200000312201905069762511071	,2019050619404001749067232006N	,"/"
2019-05-06 18:59:41,商户消费,西安工业大学校园卡,"813B",支出,¥10.84,零钱,支付成功,4200000324201905066548157053	,19050618593923021126	,"/"
2019-05-06 13:52:22,商户消费,西安工业大学校园卡,"8128",支出,¥8.00,零钱,支付成功,4200000309201905064230279812	,19050613522016655897	,"/"
2019-05-06 08:57:03,商户消费,西安工业大学校园卡,"F84A",支出,¥3.00,零钱,支付成功,4200000316201905064649521358	,19050608570152897661	,"/"
2019-05-06 08:54:18,商户消费,西安工业大学校园卡,"3742",支出,¥4.50,零钱,支付成功,4200000327201905063610762887	,19050608541704040585	,"/"
2019-05-05 13:15:43,商户消费,宝鸡市渭滨区湘荣蒸碗盖浇饭店,"宝鸡市渭滨区湘荣蒸碗盖浇饭店-消费",支出,¥7.00,零钱,支付成功,4200000303201905057669969493	,0120190505000343454454	,"/"
2019-05-05 07:15:40,商户消费,中国铁路总公司资金清算中心,"12306消费",支出,¥51.50,零钱,支付成功,4200000312201905056286125220	,M20190505235339139	,"/"
2019-05-04 20:47:55,商户消费,易便利轩苑店,"易便利轩苑店@易便利轩苑店0002订单号：1905040100201873880校验码:6708",支出,¥3.00,零钱,支付成功,4200000309201905044682266151	,0000668965719124	,"/"
2019-05-03 12:40:15,扫二维码付款,恩点,"收款方备注:二维码收款",支出,¥18.00,零钱,支付成功,100004990119050300075344533041572193	,10000499012019050300061632041209	,"/"
2019-05-02 17:33:10,扫二维码付款,樱花,"收款方备注:二维码收款",支出,¥200.00,招商银行(9099),支付成功,100004990119050200075344615809354193	,10000499012019050200093472387387	,"/"
2019-04-30 15:06:06,商户消费,易便利轩苑店,"易便利轩苑店@易便利轩苑店0002订单号：1904300100201072238校验码:1030",支出,¥5.00,零钱,支付成功,4200000334201904301965956663	,0000079565719120	,"/"
2019-04-30 11:01:50,商户消费,天乐福特产超市北客站店,"窝窝支付_天乐福特产超市(北客站店)_8113",支出,¥4.00,零钱,支付成功,4200000319201904309402997341	,W19043011013014681130000	,"/"
2019-04-30 09:57:10,商户消费,西安工业大学校园卡,"96BC",支出,¥4.50,零钱,支付成功,4200000319201904308331418520	,19043009570888714267	,"/"
2019-04-29 21:35:02,微信红包,挺,"/",收入,¥40.00,/,已存入零钱,1000039401000904296023746632621	,1000039401201904296023746632621	,"/"
2019-04-29 21:16:43,扫二维码付款,李华东,"收款方备注:二维码收款",支出,¥120.00,招商银行(9099),支付成功,100004990119042900075344188544022193	,10000499012019042900121002861354	,"/"
2019-04-29 19:14:39,转账,娄宾方,"转账备注:微信转账",收入,¥50.00,/,已存入零钱,1000050101201904290000330180634	,/	,"/"
2019-04-29 19:03:26,转账,娄宾方,"转账备注:微信转账",支出,¥50.00,零钱,支付成功,100005010119042900075344780943030193	,1000050101201904290600358846828	,"/"
2019-04-29 17:13:18,商户消费,中国铁路总公司资金清算中心,"12306消费",支出,¥51.50,零钱,支付成功,4200000327201904293587153194	,M20190429218339742	,"/"
2019-04-29 17:08:13,美团点评平台商户-退款,美团点评平台商户,"美团订单-1000001904294858450185227",收入,¥51.50,零钱,已全额退款,11500000719042900039316498874145	,1000001904294858450185227	,"/"
2019-04-29 17:07:36,商户消费,美团点评平台商户,"美团订单-1000001904294858450185227",支出,¥51.50,零钱,已全额退款,4200000294201904293285104580	,1000001904294858450185227	,"/"
2019-04-29 15:34:16,微信红包,看穿,"/",收入,¥7.00,/,已存入零钱,1000039401000904296013116366845	,1000039401201904296013116366845	,"/"
